year,month,day,gender,births
1969,11,5318,M,5318
1970,8,5318,M,5318
1980,6,5318,M,5318
1981,3,5318,M,5318
1981,3,5318,M,5318
1982,3,5318,M,5318
1983,2,5318,M,5318
1984,6,5318,M,5318
1986,11,5318,M,5318
1986,1,5319,M,5319
1969,11,5320,M,5320
1970,2,5320,M,5320
1970,8,5320,M,5320
1977,8,5320,M,5320
1980,5,5320,M,5320
1980,11,5320,M,5320
1981,11,5320,M,5320
1984,12,5320,M,5320
1982,3,5321,M,5321
1969,11,5322,M,5322
1970,10,5322,M,5322
1971,3,5322,M,5322
1978,9,5322,M,5322
1982,10,5322,M,5322
1983,3,5322,M,5322
1985,12,5322,M,5322
1984,10,5323,M,5323
1986,2,5323,M,5323
1971,8,5324,M,5324
1979,7,5324,M,5324
1983,3,5324,M,5324
1985,1,5324,M,5324
1983,2,5325,M,5325
1983,3,5325,M,5325
1984,6,5325,M,5325
1982,2,5326,M,5326
1982,5,5326,M,5326
1982,11,5326,M,5326
1983,4,5326,M,5326
1983,5,5327,M,5327
1984,4,5327,M,5327
1969,6,5328,M,5328
1969,6,5328,M,5328
1971,9,5328,M,5328
1982,1,5328,M,5328
1983,10,5328,M,5328
1980,11,5329,M,5329
1986,3,5329,M,5329
1986,11,5329,M,5329
1970,2,5330,M,5330
1971,1,5330,M,5330
1971,3,5330,M,5330
1980,6,5330,M,5330
1981,11,5330,M,5330
1982,10,5330,M,5330
1986,1,5330,M,5330
1981,5,5331,M,5331
1981,11,5331,M,5331
1982,10,5331,M,5331
1983,11,5331,M,5331
1969,8,5332,M,5332
1971,10,5332,M,5332
1984,12,5332,M,5332
1985,4,5332,M,5332
1986,1,5332,M,5332
1986,4,5332,M,5332
1981,10,5333,M,5333
1982,4,5333,M,5333
1986,4,5333,M,5333
1969,9,5334,M,5334
1969,10,5334,M,5334
1970,3,5334,M,5334
1970,11,5334,M,5334
1971,1,5334,M,5334
1971,7,5334,M,5334
1980,6,5335,M,5335
1985,1,5335,M,5335
1985,3,5335,M,5335
1986,2,5335,M,5335
1970,5,5336,M,5336
1970,11,5336,M,5336
1971,2,5336,M,5336
1981,5,5336,M,5336
1981,6,5336,M,5336
1982,1,5336,M,5336
1986,11,5337,M,5337
1971,2,5338,M,5338
1981,5,5338,M,5338
1983,2,5338,M,5338
1985,4,5338,M,5338
1980,12,5339,M,5339
1980,12,5339,M,5339
1981,1,5339,M,5339
1981,4,5339,M,5339
1983,5,5339,M,5339
1984,3,5339,M,5339
1986,12,5339,M,5339
1969,3,5340,M,5340
1970,6,5340,M,5340
1970,11,5340,M,5340
1982,2,5340,M,5340
1984,11,5340,M,5340
1979,8,5341,M,5341
1983,2,5341,M,5341
1983,3,5341,M,5341
1983,4,5341,M,5341
1983,11,5341,M,5341
1977,8,5342,M,5342
1981,3,5342,M,5342
1981,6,5342,M,5342
1985,2,5342,M,5342
1974,9,5343,M,5343
1982,6,5343,M,5343
1982,12,5343,M,5343
1985,2,5343,M,5343
1982,3,5344,M,5344
1986,12,5344,M,5344
1977,9,5345,M,5345
1978,9,5345,M,5345
1982,3,5345,M,5345
1970,6,5346,M,5346
1971,1,5346,M,5346
1978,9,5346,M,5346
1983,4,5346,M,5346
1981,10,5347,M,5347
1981,6,5348,M,5348
1983,5,5348,M,5348
1984,10,5348,M,5348
1988,4,5348,M,5348
1982,3,5349,M,5349
1984,6,5349,M,5349
1987,2,5349,M,5349
1969,10,5350,M,5350
1983,12,5350,M,5350
1986,5,5351,M,5351
1987,1,5351,M,5351
1969,11,5352,M,5352
1969,12,5352,M,5352
1970,2,5352,M,5352
1970,5,5352,M,5352
1971,2,5352,M,5352
1971,8,5352,M,5352
1971,9,5352,M,5352
1978,7,5352,M,5352
1978,7,5352,M,5352
1980,4,5352,M,5352
1981,11,5352,M,5352
1986,10,5352,M,5352
1981,3,5353,M,5353
1969,5,5354,M,5354
1970,10,5354,M,5354
1971,2,5354,M,5354
1971,7,5354,M,5354
1977,9,5354,M,5354
1979,10,5354,M,5354
1984,6,5354,M,5354
1986,4,5354,M,5354
1980,6,5355,M,5355
1980,11,5355,M,5355
1984,4,5355,M,5355
1986,11,5355,M,5355
1969,6,5356,M,5356
1979,10,5356,M,5356
1981,2,5356,M,5356
1983,4,5356,M,5356
1985,1,5356,M,5356
1986,10,5356,M,5356
1978,8,5357,M,5357
1979,7,5357,M,5357
1979,9,5357,M,5357
1969,3,5358,M,5358
1970,9,5358,M,5358
1983,1,5358,M,5358
1983,6,5358,M,5358
1986,1,5358,M,5358
1981,6,5359,M,5359
1985,1,5359,M,5359
1986,3,5359,M,5359
1986,12,5359,M,5359
1970,11,5360,M,5360
1977,9,5360,M,5360
1979,11,5360,M,5360
1982,2,5360,M,5360
1980,11,5361,M,5361
1982,2,5361,M,5361
1984,5,5361,M,5361
1985,2,5361,M,5361
1985,2,5361,M,5361
1986,2,5361,M,5361
1986,5,5361,M,5361
1982,4,5362,M,5362
1982,11,5362,M,5362
1981,11,5363,M,5363
1982,1,5363,M,5363
1984,3,5363,M,5363
1969,4,5364,M,5364
1978,9,5364,M,5364
1983,8,5364,M,5364
1984,6,5364,M,5364
1988,2,5364,M,5364
1978,9,5365,M,5365
1984,3,5365,M,5365
1969,9,5366,M,5366
1971,4,5366,M,5366
1982,5,5366,M,5366
1983,3,5366,M,5366
1982,3,5367,M,5367
1985,12,5368,M,5368
1984,10,5369,M,5369
1987,2,5369,M,5369
1969,2,5370,M,5370
1971,7,5370,M,5370
1971,10,5370,M,5370
1977,9,5371,M,5371
1970,6,5372,M,5372
1971,9,5372,M,5372
1982,3,5372,M,5372
1982,5,5372,M,5372
1986,12,5373,M,5373
1981,12,5374,M,5374
1982,3,5374,M,5374
1986,11,5374,M,5374
1979,9,5375,M,5375
1980,12,5375,M,5375
1985,3,5375,M,5375
1985,11,5375,M,5375
1969,7,5376,M,5376
1970,10,5376,M,5376
1982,5,5376,M,5376
1983,2,5376,M,5376
1979,8,5377,M,5377
1980,10,5377,M,5377
1984,3,5377,M,5377
1984,6,5377,M,5377
1984,11,5377,M,5377
1985,4,5377,M,5377
1979,9,5378,M,5378
1980,2,5378,M,5378
1983,5,5378,M,5378
1985,3,5378,M,5378
1987,5,5378,M,5378
1984,5,5379,M,5379
1971,2,5380,M,5380
1979,7,5380,M,5380
1982,5,5380,M,5380
1982,11,5380,M,5380
1983,6,5380,M,5380
1985,1,5380,M,5380
1985,4,5380,M,5380
1986,4,5380,M,5380
1978,7,5381,M,5381
1981,6,5381,M,5381
1983,4,5381,M,5381
1983,5,5381,M,5381
1983,7,5381,M,5381
1985,2,5381,M,5381
1970,6,5382,M,5382
1971,3,5382,M,5382
1971,3,5382,M,5382
1980,3,5382,M,5382
1982,10,5382,M,5382
1983,8,5382,M,5382
1983,10,5382,M,5382
1984,6,5382,M,5382
1986,2,5382,M,5382
1978,9,5383,M,5383
1984,5,5383,M,5383
1977,8,5384,M,5384
1982,2,5384,M,5384
1982,10,5384,M,5384
1983,3,5384,M,5384
1983,5,5384,M,5384
1986,4,5384,M,5384
1988,3,5384,M,5384
1980,3,5385,M,5385
1980,5,5385,M,5385
1981,6,5385,M,5385
1985,2,5385,M,5385
1969,11,5386,M,5386
1977,9,5386,M,5386
1983,10,5387,M,5387
1971,1,5388,M,5388
1971,3,5388,M,5388
1971,4,5388,M,5388
1984,11,5388,M,5388
1985,5,5388,M,5388
1986,2,5388,M,5388
1978,7,5389,M,5389
1969,7,5390,M,5390
1971,4,5390,M,5390
1979,8,5390,M,5390
1983,2,5390,M,5390
1986,2,5390,M,5390
1986,4,5390,M,5390
1979,10,5392,M,5392
1982,6,5392,M,5392
1985,12,5392,M,5392
1971,2,5394,M,5394
1971,3,5394,M,5394
1971,7,5394,M,5394
1971,9,5394,M,5394
1980,11,5394,M,5394
1983,3,5394,M,5394
1986,3,5394,M,5394
1986,4,5394,M,5394
1981,2,5395,M,5395
1983,3,5395,M,5395
1983,3,5395,M,5395
1984,10,5395,M,5395
1969,7,5396,M,5396
1970,2,5396,M,5396
1978,9,5396,M,5396
1982,4,5396,M,5396
1984,5,5396,M,5396
1986,10,5396,M,5396
1988,2,5396,M,5396
1981,5,5397,M,5397
1982,2,5397,M,5397
1984,4,5397,M,5397
1971,4,5398,M,5398
1971,8,5398,M,5398
1983,10,5398,M,5398
1983,12,5398,M,5398
1986,6,5398,M,5398
1982,10,5399,M,5399
1983,6,5399,M,5399
1983,11,5399,M,5399
1969,6,5400,M,5400
1971,8,5400,M,5400
1979,10,5400,M,5400
1981,6,5400,M,5400
1982,11,5400,M,5400
1983,6,5400,M,5400
1987,2,5400,M,5400
1986,3,5401,M,5401
1970,2,5402,M,5402
1983,1,5402,M,5402
1983,2,5402,M,5402
1983,5,5402,M,5402
1984,11,5402,M,5402
1987,1,5402,M,5402
1988,1,5402,M,5402
1979,12,5403,M,5403
1980,7,5403,M,5403
1985,2,5403,M,5403
1986,4,5403,M,5403
1971,3,5404,M,5404
1971,7,5404,M,5404
1981,3,5404,M,5404
1981,10,5404,M,5404
1983,2,5404,M,5404
1979,7,5405,M,5405
1980,6,5405,M,5405
1983,5,5405,M,5405
1969,12,5406,M,5406
1985,3,5406,M,5406
1979,8,5407,M,5407
1978,9,5408,M,5408
1979,9,5408,M,5408
1984,3,5408,M,5408
1983,1,5409,M,5409
1987,1,5409,M,5409
1988,1,5409,M,5409
1969,9,5410,M,5410
1978,7,5411,M,5411
1978,9,5411,M,5411
1986,5,5411,M,5411
1986,12,5411,M,5411
1987,3,5411,M,5411
1970,9,5412,M,5412
1981,11,5412,M,5412
1983,10,5412,M,5412
1985,2,5412,M,5412
1985,12,5412,M,5412
1985,2,5413,M,5413
1970,2,5414,M,5414
1982,5,5414,M,5414
1983,10,5414,M,5414
1987,1,5414,M,5414
1981,10,5415,M,5415
1983,4,5415,M,5415
1969,8,5416,M,5416
1970,10,5416,M,5416
1971,10,5416,M,5416
1982,2,5416,M,5416
1983,3,5416,M,5416
1988,1,5416,M,5416
1981,6,5417,M,5417
1982,2,5417,M,5417
1986,2,5417,M,5417
1986,10,5417,M,5417
1970,1,5418,M,5418
1970,10,5418,M,5418
1970,10,5418,M,5418
1983,4,5418,M,5418
1987,2,5418,M,5418
1981,7,5419,M,5419
1974,10,5420,M,5420
1978,8,5420,M,5420
1984,7,5420,M,5420
1985,3,5420,M,5420
1986,1,5420,M,5420
1986,11,5420,M,5420
1978,8,5421,M,5421
1987,1,5421,M,5421
1987,12,5421,M,5421
1971,1,5422,M,5422
1971,9,5422,M,5422
1971,9,5422,M,5422
1983,2,5422,M,5422
1983,2,5422,M,5422
1983,3,5422,M,5422
1986,1,5422,M,5422
1986,2,5422,M,5422
1979,8,5423,M,5423
1985,3,5423,M,5423
1986,3,5423,M,5423
1971,2,5424,M,5424
1979,10,5424,M,5424
1982,5,5424,M,5424
1982,5,5424,M,5424
1982,11,5424,M,5424
1985,4,5424,M,5424
1980,10,5425,M,5425
1969,9,5426,M,5426
1970,12,5426,M,5426
1980,11,5426,M,5426
1983,12,5426,M,5426
1987,4,5426,M,5426
1977,8,5427,M,5427
1981,1,5427,M,5427
1981,12,5427,M,5427
1982,2,5427,M,5427
1982,11,5427,M,5427
1986,1,5427,M,5427
1988,12,5427,M,5427
1970,11,5428,M,5428
1984,12,5429,M,5429
1969,9,5430,M,5430
1984,11,5430,M,5430
1984,11,5430,M,5430
1985,3,5430,M,5430
1985,6,5430,M,5430
1982,11,5431,M,5431
1985,4,5431,M,5431
1985,4,5431,M,5431
1987,1,5431,M,5431
1969,1,5432,M,5432
1971,2,5432,M,5432
1971,3,5432,M,5432
1980,7,5432,M,5432
1982,3,5433,M,5433
1982,6,5433,M,5433
1986,2,5433,M,5433
1986,12,5433,M,5433
1970,10,5434,M,5434
1986,4,5434,M,5434
1983,2,5435,M,5435
1983,3,5435,M,5435
1984,6,5435,M,5435
1985,4,5435,M,5435
1985,10,5435,M,5435
1986,11,5435,M,5435
1969,8,5436,M,5436
1978,12,5436,M,5436
1981,6,5436,M,5436
1985,3,5436,M,5436
1985,11,5436,M,5436
1987,1,5436,M,5436
1980,4,5437,M,5437
1980,10,5437,M,5437
1981,3,5437,M,5437
1982,10,5437,M,5437
1983,11,5437,M,5437
1986,12,5437,M,5437
1970,7,5438,M,5438
1979,7,5438,M,5438
1986,2,5438,M,5438
1985,2,5439,M,5439
1969,12,5440,M,5440
1970,1,5440,M,5440
1979,7,5441,M,5441
1979,10,5441,M,5441
1982,1,5441,M,5441
1982,5,5441,M,5441
1986,11,5441,M,5441
1969,7,5442,M,5442
1969,10,5442,M,5442
1979,8,5442,M,5442
1984,12,5442,M,5442
1987,4,5442,M,5442
1982,2,5443,M,5443
1986,12,5443,M,5443
1969,6,5444,M,5444
1969,7,5444,M,5444
1971,8,5444,M,5444
1984,2,5444,M,5444
1984,7,5444,M,5444
1985,4,5444,M,5444
1985,10,5444,M,5444
1987,1,5444,M,5444
1980,6,5445,M,5445
1982,5,5445,M,5445
1983,4,5446,M,5446
1985,4,5446,M,5446
1986,6,5447,M,5447
1985,5,5448,M,5448
1985,12,5448,M,5448
1980,7,5449,M,5449
1982,6,5449,M,5449
1983,8,5449,M,5449
1985,3,5449,M,5449
1970,8,5450,M,5450
1982,10,5450,M,5450
1985,2,5450,M,5450
1987,1,5450,M,5450
1981,6,5451,M,5451
1982,5,5451,M,5451
1982,12,5451,M,5451
1985,1,5451,M,5451
1979,10,5452,M,5452
1980,10,5453,M,5453
1982,6,5453,M,5453
1982,11,5453,M,5453
1983,6,5453,M,5453
1985,10,5453,M,5453
1987,4,5453,M,5453
1988,1,5453,M,5453
1969,8,5454,M,5454
1986,5,5454,M,5454
1982,11,5455,M,5455
1982,12,5455,M,5455
1984,12,5455,M,5455
1986,1,5455,M,5455
1987,3,5455,M,5455
1988,1,5455,M,5455
1982,6,5456,M,5456
1983,10,5456,M,5456
1984,11,5457,M,5457
1985,10,5457,M,5457
1971,7,5458,M,5458
1983,3,5458,M,5458
1983,8,5458,M,5458
1985,10,5458,M,5458
1980,12,5459,M,5459
1982,5,5459,M,5459
1984,7,5459,M,5459
1985,12,5459,M,5459
1970,11,5460,M,5460
1977,7,5460,M,5460
1983,6,5460,M,5460
1983,8,5461,M,5461
1969,11,5462,M,5462
1971,2,5462,M,5462
1985,6,5462,M,5462
1986,4,5462,M,5462
1981,11,5463,M,5463
1970,6,5464,M,5464
1970,10,5464,M,5464
1971,7,5464,M,5464
1984,3,5464,M,5464
1978,9,5465,M,5465
1982,11,5465,M,5465
1984,6,5465,M,5465
1984,12,5465,M,5465
1987,1,5465,M,5465
1987,4,5465,M,5465
1970,11,5466,M,5466
1982,6,5466,M,5466
1970,12,5468,M,5468
1984,6,5468,M,5468
1984,11,5468,M,5468
1986,11,5468,M,5468
1987,12,5468,M,5468
1981,12,5469,M,5469
1985,2,5469,M,5469
1985,2,5469,M,5469
1982,6,5470,M,5470
1984,6,5470,M,5470
1985,2,5470,M,5470
1979,9,5471,M,5471
1984,10,5471,M,5471
1985,5,5471,M,5471
1970,10,5472,M,5472
1979,7,5472,M,5472
1984,6,5472,M,5472
1985,3,5472,M,5472
1985,5,5472,M,5472
1987,2,5472,M,5472
1988,1,5472,M,5472
1982,8,5473,M,5473
1986,11,5473,M,5473
1987,2,5473,M,5473
1969,7,5474,M,5474
1969,7,5474,M,5474
1970,11,5474,M,5474
1986,10,5474,M,5474
1979,8,5475,M,5475
1983,7,5475,M,5475
1986,1,5475,M,5475
1969,7,5476,M,5476
1970,10,5476,M,5476
1971,2,5476,M,5476
1986,3,5476,M,5476
1981,11,5477,M,5477
1981,11,5477,M,5477
1985,2,5477,M,5477
1985,12,5477,M,5477
1987,2,5477,M,5477
1969,9,5478,M,5478
1971,1,5478,M,5478
1986,6,5478,M,5478
1985,11,5479,M,5479
1970,12,5480,M,5480
1979,8,5480,M,5480
1979,9,5480,M,5480
1983,5,5480,M,5480
1981,5,5481,M,5481
1985,3,5481,M,5481
1985,10,5481,M,5481
1969,8,5482,M,5482
1970,7,5482,M,5482
1971,1,5482,M,5482
1986,1,5482,M,5482
1987,3,5482,M,5482
1983,11,5483,M,5483
1984,12,5483,M,5483
1986,4,5483,M,5483
1987,3,5483,M,5483
1969,12,5484,M,5484
1970,3,5484,M,5484
1985,4,5485,M,5485
1987,2,5485,M,5485
1971,9,5486,M,5486
1980,6,5486,M,5486
1981,10,5486,M,5486
1982,12,5486,M,5486
1982,12,5487,M,5487
1985,12,5487,M,5487
1969,6,5488,M,5488
1969,11,5488,M,5488
1981,12,5488,M,5488
1986,1,5488,M,5488
1986,10,5488,M,5488
1984,11,5489,M,5489
1986,6,5489,M,5489
1981,10,5490,M,5490
1985,4,5491,M,5491
1970,3,5492,M,5492
1970,7,5492,M,5492
1983,2,5492,M,5492
1983,11,5492,M,5492
1985,11,5492,M,5492
1986,3,5492,M,5492
1987,1,5492,M,5492
1981,7,5493,M,5493
1982,3,5493,M,5493
1970,5,5494,M,5494
1980,10,5494,M,5494
1986,11,5494,M,5494
1981,6,5495,M,5495
1983,6,5495,M,5495
1984,11,5495,M,5495
1984,12,5495,M,5495
1969,7,5496,M,5496
1970,10,5496,M,5496
1971,9,5496,M,5496
1985,3,5496,M,5496
1986,6,5496,M,5496
1987,3,5496,M,5496
1980,10,5497,M,5497
1982,4,5497,M,5497
1986,3,5497,M,5497
1987,1,5497,M,5497
1988,5,5497,M,5497
1971,7,5498,M,5498
1971,8,5498,M,5498
1979,7,5498,M,5498
1982,1,5498,M,5498
1984,11,5498,M,5498
1985,10,5498,M,5498
1987,2,5498,M,5498
1978,8,5499,M,5499
1983,4,5499,M,5499
1983,7,5499,M,5499
1980,8,5500,M,5500
1983,6,5500,M,5500
1983,9,5500,M,5500
1983,10,5500,M,5500
1987,4,5500,M,5500
1979,12,5501,M,5501
1980,8,5501,M,5501
1984,12,5501,M,5501
1987,3,5501,M,5501
1987,5,5501,M,5501
1970,1,5502,M,5502
1970,6,5502,M,5502
1980,10,5502,M,5502
1979,9,5503,M,5503
1982,4,5503,M,5503
1982,5,5503,M,5503
1984,11,5503,M,5503
1969,10,5504,M,5504
1969,12,5504,M,5504
1970,7,5504,M,5504
1970,11,5504,M,5504
1979,7,5504,M,5504
1980,12,5504,M,5504
1987,12,5504,M,5504
1970,10,5506,M,5506
1970,11,5506,M,5506
1979,7,5506,M,5506
1982,2,5506,M,5506
1983,6,5506,M,5506
1987,10,5506,M,5506
1979,8,5507,M,5507
1969,12,5508,M,5508
1971,7,5508,M,5508
1987,1,5508,M,5508
1987,2,5508,M,5508
1987,2,5508,M,5508
1987,12,5508,M,5508
1983,9,5509,M,5509
1984,6,5509,M,5509
1970,6,5510,M,5510
1980,7,5510,M,5510
1988,3,5510,M,5510
1988,12,5510,M,5510
1982,3,5511,M,5511
1986,4,5511,M,5511
1987,3,5511,M,5511
1988,3,5511,M,5511
1969,9,5512,M,5512
1969,12,5512,M,5512
1970,1,5512,M,5512
1980,6,5512,M,5512
1985,3,5512,M,5512
1987,2,5512,M,5512
1982,5,5513,M,5513
1982,12,5513,M,5513
1971,1,5514,M,5514
1981,12,5514,M,5514
1980,8,5515,M,5515
1982,12,5515,M,5515
1983,6,5515,M,5515
1983,10,5515,M,5515
1984,3,5515,M,5515
1985,5,5515,M,5515
1986,6,5515,M,5515
1969,7,5516,M,5516
1969,9,5516,M,5516
1970,2,5516,M,5516
1981,5,5516,M,5516
1984,3,5516,M,5516
1988,1,5516,M,5516
1980,7,5517,M,5517
1980,12,5517,M,5517
1984,10,5517,M,5517
1970,8,5518,M,5518
1970,12,5518,M,5518
1980,7,5518,M,5518
1983,7,5519,M,5519
1969,12,5520,M,5520
1982,12,5521,M,5521
1983,4,5521,M,5521
1985,3,5521,M,5521
1970,3,5522,M,5522
1970,6,5522,M,5522
1981,12,5522,M,5522
1984,11,5522,M,5522
1986,2,5522,M,5522
1986,2,5523,M,5523
1969,12,5524,M,5524
1970,10,5524,M,5524
1980,7,5524,M,5524
1981,7,5524,M,5524
1982,6,5524,M,5524
1982,11,5524,M,5524
1985,2,5524,M,5524
1986,4,5524,M,5524
1986,10,5524,M,5524
1987,10,5524,M,5524
1969,8,5526,M,5526
1969,9,5526,M,5526
1971,1,5526,M,5526
1979,8,5526,M,5526
1980,8,5527,M,5527
1982,5,5527,M,5527
1986,3,5527,M,5527
1988,3,5527,M,5527
1970,6,5528,M,5528
1970,8,5528,M,5528
1970,8,5528,M,5528
1985,5,5528,M,5528
1986,2,5528,M,5528
1981,10,5529,M,5529
1986,1,5529,M,5529
1986,4,5529,M,5529
1969,8,5530,M,5530
1982,7,5530,M,5530
1986,3,5530,M,5530
1986,4,5530,M,5530
1969,7,5532,M,5532
1979,8,5532,M,5532
1987,4,5532,M,5532
1987,4,5532,M,5532
1979,8,5533,M,5533
1985,1,5533,M,5533
1980,7,5534,M,5534
1980,8,5534,M,5534
1985,6,5534,M,5534
1979,8,5535,M,5535
1980,12,5535,M,5535
1983,6,5535,M,5535
1986,3,5535,M,5535
1979,9,5536,M,5536
1979,11,5536,M,5536
1981,7,5536,M,5536
1985,11,5536,M,5536
1986,11,5536,M,5536
1987,7,5536,M,5536
1979,8,5537,M,5537
1983,4,5537,M,5537
1987,3,5537,M,5537
1988,2,5537,M,5537
1980,10,5538,M,5538
1986,5,5538,M,5538
1980,8,5539,M,5539
1983,3,5539,M,5539
1983,10,5539,M,5539
1985,11,5539,M,5539
1986,6,5539,M,5539
1987,11,5539,M,5539
1970,8,5540,M,5540
1984,11,5540,M,5540
1987,1,5540,M,5540
1979,8,5541,M,5541
1985,1,5541,M,5541
1985,4,5541,M,5541
1979,8,5542,M,5542
1983,8,5542,M,5542
1983,8,5542,M,5542
1980,7,5543,M,5543
1969,10,5544,M,5544
1970,7,5544,M,5544
1970,8,5544,M,5544
1983,9,5544,M,5544
1985,3,5544,M,5544
1985,12,5544,M,5544
1988,3,5544,M,5544
1979,7,5545,M,5545
1981,9,5545,M,5545
1988,3,5545,M,5545
1969,11,5546,M,5546
1969,12,5546,M,5546
1971,1,5546,M,5546
1985,11,5546,M,5546
1987,11,5546,M,5546
1982,6,5547,M,5547
1986,10,5547,M,5547
1970,10,5548,M,5548
1971,7,5548,M,5548
1985,5,5548,M,5548
1986,10,5548,M,5548
1979,9,5549,M,5549
1970,8,5550,M,5550
1971,8,5552,M,5552
1971,9,5552,M,5552
1983,8,5552,M,5552
1985,3,5552,M,5552
1980,9,5553,M,5553
1988,2,5553,M,5553
1971,1,5554,M,5554
1988,4,5554,M,5554
1987,12,5555,M,5555
1979,8,5556,M,5556
1983,3,5556,M,5556
1985,1,5556,M,5556
1987,10,5556,M,5556
1983,6,5557,M,5557
1983,9,5557,M,5557
1987,1,5557,M,5557
1969,7,5558,M,5558
1971,9,5558,M,5558
1983,8,5558,M,5558
1985,6,5558,M,5558
1983,8,5559,M,5559
1986,4,5559,M,5559
1988,1,5559,M,5559
1969,7,5560,M,5560
1971,7,5560,M,5560
1982,6,5561,M,5561
1985,5,5561,M,5561
1985,12,5561,M,5561
1986,2,5561,M,5561
1969,7,5562,M,5562
1969,8,5562,M,5562
1969,9,5562,M,5562
1987,12,5562,M,5562
1981,7,5563,M,5563
1970,12,5564,M,5564
1971,9,5564,M,5564
1979,7,5564,M,5564
1986,5,5564,M,5564
1988,2,5564,M,5564
1981,6,5565,M,5565
1984,10,5565,M,5565
1985,10,5565,M,5565
1981,12,5566,M,5566
1983,7,5566,M,5566
1983,12,5566,M,5566
1984,6,5566,M,5566
1980,8,5567,M,5567
1980,9,5567,M,5567
1981,7,5567,M,5567
1985,6,5567,M,5567
1987,3,5567,M,5567
1979,7,5568,M,5568
1982,7,5568,M,5568
1982,8,5568,M,5568
1979,9,5569,M,5569
1985,6,5569,M,5569
1986,6,5569,M,5569
1987,3,5569,M,5569
1969,10,5570,M,5570
1969,12,5570,M,5570
1970,6,5570,M,5570
1971,9,5570,M,5570
1971,10,5570,M,5570
1984,7,5570,M,5570
1983,9,5571,M,5571
1983,11,5571,M,5571
1983,12,5571,M,5571
1984,6,5571,M,5571
1985,11,5571,M,5571
1988,12,5571,M,5571
1971,1,5572,M,5572
1982,6,5572,M,5572
1983,6,5572,M,5572
1983,6,5572,M,5572
1985,10,5572,M,5572
1986,5,5572,M,5572
1984,5,5573,M,5573
1985,11,5573,M,5573
1970,3,5574,M,5574
1979,7,5574,M,5574
1980,12,5574,M,5574
1982,6,5574,M,5574
1986,6,5574,M,5574
1983,7,5575,M,5575
1969,8,5576,M,5576
1970,12,5576,M,5576
1986,5,5576,M,5576
1987,10,5576,M,5576
1988,2,5576,M,5576
1979,7,5577,M,5577
1982,6,5577,M,5577
1987,7,5577,M,5577
1987,11,5577,M,5577
1988,3,5577,M,5577
1969,9,5578,M,5578
1970,10,5578,M,5578
1985,6,5578,M,5578
1986,2,5578,M,5578
1987,5,5578,M,5578
1979,7,5579,M,5579
1980,8,5579,M,5579
1983,3,5579,M,5579
1983,6,5579,M,5579
1970,6,5580,M,5580
1971,9,5580,M,5580
1987,11,5580,M,5580
1979,9,5581,M,5581
1984,7,5581,M,5581
1985,3,5581,M,5581
1986,4,5581,M,5581
1984,12,5583,M,5583
1987,3,5583,M,5583
1987,6,5583,M,5583
1988,1,5583,M,5583
1988,4,5583,M,5583
1982,5,5584,M,5584
1986,5,5584,M,5584
1988,10,5584,M,5584
1983,7,5585,M,5585
1986,10,5585,M,5585
1969,8,5586,M,5586
1969,10,5586,M,5586
1971,9,5586,M,5586
1980,12,5586,M,5586
1982,12,5586,M,5586
1983,8,5587,M,5587
1969,9,5588,M,5588
1971,2,5588,M,5588
1983,8,5588,M,5588
1983,9,5588,M,5588
1985,11,5588,M,5588
1986,2,5588,M,5588
1987,2,5588,M,5588
1985,10,5589,M,5589
1971,9,5590,M,5590
1986,10,5590,M,5590
1987,12,5590,M,5590
1988,4,5590,M,5590
1979,9,5591,M,5591
1981,9,5591,M,5591
1988,4,5591,M,5591
1969,8,5592,M,5592
1982,6,5592,M,5592
1982,8,5592,M,5592
1986,6,5592,M,5592
1987,3,5592,M,5592
1980,8,5593,M,5593
1985,10,5593,M,5593
1987,3,5593,M,5593
1985,5,5594,M,5594
1986,5,5594,M,5594
1986,11,5594,M,5594
1987,2,5594,M,5594
1982,5,5595,M,5595
1984,6,5595,M,5595
1985,3,5595,M,5595
1986,12,5595,M,5595
1988,11,5595,M,5595
1969,8,5596,M,5596
1969,9,5596,M,5596
1969,9,5596,M,5596
1979,7,5596,M,5596
1983,9,5596,M,5596
1986,4,5596,M,5596
1981,8,5597,M,5597
1982,6,5597,M,5597
1983,3,5597,M,5597
1988,1,5597,M,5597
1988,1,5597,M,5597
1969,10,5598,M,5598
1970,7,5598,M,5598
1970,10,5598,M,5598
1988,1,5598,M,5598
1980,9,5599,M,5599
1983,6,5599,M,5599
1985,12,5599,M,5599
1987,5,5599,M,5599
1987,11,5599,M,5599
1988,3,5599,M,5599
1979,8,5600,M,5600
1981,9,5600,M,5600
1983,8,5600,M,5600
1986,3,5600,M,5600
1988,2,5600,M,5600
1988,10,5601,M,5601
1970,8,5602,M,5602
1971,9,5602,M,5602
1980,10,5602,M,5602
1983,6,5602,M,5602
1986,3,5603,M,5603
1987,4,5603,M,5603
1970,7,5604,M,5604
1971,2,5604,M,5604
1988,3,5604,M,5604
1979,8,5605,M,5605
1979,12,5605,M,5605
1983,7,5605,M,5605
1988,2,5605,M,5605
1988,3,5605,M,5605
1969,9,5606,M,5606
1970,11,5606,M,5606
1982,7,5606,M,5606
1985,11,5606,M,5606
1979,9,5607,M,5607
1981,8,5607,M,5607
1987,2,5607,M,5607
1987,12,5607,M,5607
1970,7,5608,M,5608
1971,2,5608,M,5608
1979,9,5608,M,5608
